Year,Sport,Discipline,Medal,Country,Author,AuthorId
1992,SWI,mens-200-metres-freestyle,Silver,SWE,Anders Holmertz,anders-holmertz-1
1992,SWI,mens-200-metres-freestyle,Bronze,FIN,Antti Kasvio,antti-kasvio-1
1988,SWI,mens-200-metres-freestyle,Gold,AUS,Duncan Armstrong,duncan-armstrong-1
1988,SWI,mens-200-metres-freestyle,Silver,SWE,Anders Holmertz,anders-holmertz-1
1988,SWI,mens-200-metres-freestyle,Bronze,USA,Matt Biondi,matt-biondi-1
1984,SWI,mens-200-metres-freestyle,Gold,FRG,Michael GroÃ,michael-gross-1
1984,SWI,mens-200-metres-freestyle,Silver,USA,Mike Heath,mike-heath-1
1984,SWI,mens-200-metres-freestyle,Bronze,FRG,Thomas Fahrner,thomas-fahrner-1
1980,SWI,mens-200-metres-freestyle,Gold,URS,Sergey Koplyakov,sergey-koplyakov-1
1980,SWI,mens-200-metres-freestyle,Silver,URS,Andrey Krylov,andrey-krylov-1
1980,SWI,mens-200-metres-freestyle,Bronze,AUS,Graeme Brewer,graeme-brewer-1
1976,SWI,mens-200-metres-freestyle,Gold,USA,Bruce Furniss,bruce-furniss-1
1976,SWI,mens-200-metres-freestyle,Silver,USA,John Naber,john-naber-1
1976,SWI,mens-200-metres-freestyle,Bronze,USA,Jim Montgomery,jim-montgomery-1
1972,SWI,mens-200-metres-freestyle,Gold,USA,Mark Spitz,mark-spitz-1
1972,SWI,mens-200-metres-freestyle,Silver,USA,Steve Genter,steve-genter-1
1972,SWI,mens-200-metres-freestyle,Bronze,FRG,Werner Lampe,werner-lampe-1
1968,SWI,mens-200-metres-freestyle,Gold,AUS,Mike Wenden,mike-wenden-1
1968,SWI,mens-200-metres-freestyle,Silver,USA,Don Schollander,don-schollander-1
1968,SWI,mens-200-metres-freestyle,Bronze,USA,John Nelson,john-nelson-1
1900,SWI,mens-200-metres-freestyle,Gold,AUS,Fred Lane,fred-lane-1
1900,SWI,mens-200-metres-freestyle,Silver,HUN,ZoltÃ¡n von Halmay,zoltan-von-halmay-1
1900,SWI,mens-200-metres-freestyle,Bronze,AUT,Karl Ruberl,karl-ruberl-1
2012,SWI,mens-200-metres-individual-medley,Gold,USA,Michael Phelps,michael-phelps-1
2012,SWI,mens-200-metres-individual-medley,Silver,USA,Ryan Lochte,ryan-lochte-1
2012,SWI,mens-200-metres-individual-medley,Bronze,HUN,LÃ¡szlÃ³ Cseh, Jr.
2008,SWI,mens-200-metres-individual-medley,Gold,USA,Michael Phelps,michael-phelps-1
2008,SWI,mens-200-metres-individual-medley,Silver,HUN,LÃ¡szlÃ³ Cseh, Jr.
2008,SWI,mens-200-metres-individual-medley,Bronze,USA,Ryan Lochte,ryan-lochte-1
2004,SWI,mens-200-metres-individual-medley,Gold,USA,Michael Phelps,michael-phelps-1
2004,SWI,mens-200-metres-individual-medley,Silver,USA,Ryan Lochte,ryan-lochte-1
2004,SWI,mens-200-metres-individual-medley,Bronze,TTO,George Bovell,george-bovell-1
2000,SWI,mens-200-metres-individual-medley,Gold,ITA,Massimiliano Rosolino,massimiliano-rosolino-1
2000,SWI,mens-200-metres-individual-medley,Silver,USA,Tom Dolan,tom-dolan-1
2000,SWI,mens-200-metres-individual-medley,Bronze,USA,Tom Wilkens,tom-wilkens-1
1996,SWI,mens-200-metres-individual-medley,Gold,HUN,Attila Czene,attila-czene-1
1996,SWI,mens-200-metres-individual-medley,Silver,FIN,Jani Sievinen,jani-sievinen-1
1996,SWI,mens-200-metres-individual-medley,Bronze,CAN,Curtis Myden,curtis-myden-1
1992,SWI,mens-200-metres-individual-medley,Gold,HUN,TamÃ¡s Darnyi,tamas-darnyi-1
1992,SWI,mens-200-metres-individual-medley,Silver,USA,Greg Burgess,greg-burgess-1
1992,SWI,mens-200-metres-individual-medley,Bronze,HUN,Attila Czene,attila-czene-1
1988,SWI,mens-200-metres-individual-medley,Gold,HUN,TamÃ¡s Darnyi,tamas-darnyi-1
1988,SWI,mens-200-metres-individual-medley,Silver,GDR,Patrick KÃ¼hl,patrick-kuhl-1
1988,SWI,mens-200-metres-individual-medley,Bronze,URS,Vadym Yaroshchuk,vadym-yaroshchuk-1
1984,SWI,mens-200-metres-individual-medley,Gold,CAN,Alex Baumann,alex-baumann-1
1984,SWI,mens-200-metres-individual-medley,Silver,USA,Pablo Morales,pablo-morales-1
1984,SWI,mens-200-metres-individual-medley,Bronze,GBR,Neil Cochran,neil-cochran-1
1972,SWI,mens-200-metres-individual-medley,Gold,SWE,Gunnar Larsson,gunnar-larsson-1
1972,SWI,mens-200-metres-individual-medley,Silver,USA,Tim McKee,tim-mckee-1
1972,SWI,mens-200-metres-individual-medley,Bronze,USA,Steve Furniss,steve-furniss-1
1968,SWI,mens-200-metres-individual-medley,Gold,USA,Charlie Hickcox,charlie-hickcox-1
1968,SWI,mens-200-metres-individual-medley,Silver,USA,Greg Buckingham,greg-buckingham-1
1968,SWI,mens-200-metres-individual-medley,Bronze,USA,John Ferris,john-ferris-1
1900,SWI,mens-200-metres-obstacle-course,Gold,AUS,Fred Lane,fred-lane-1
1900,SWI,mens-200-metres-obstacle-course,Silver,AUT,Otto Wahle,otto-wahle-1
1900,SWI,mens-200-metres-obstacle-course,Bronze,GBR,Peter Kemp,peter-kemp-1
1900,SWI,mens-200-metres-team-swimming,Gold,GER,Germany,
1900,SWI,mens-200-metres-team-swimming,Silver,FRA,France,
1900,SWI,mens-200-metres-team-swimming,Bronze,FRA,France,
1904,SWI,mens-220-yard-freestyle,Gold,USA,Charlie Daniels,charlie-daniels-1
1904,SWI,mens-220-yard-freestyle,Silver,AUS,Frank Gailey,frank-gailey-1
1904,SWI,mens-220-yard-freestyle,Bronze,GER,Emil Rausch,emil-rausch-1
2012,SWI,mens-4-x-100-metres-freestyle-relay,Gold,FRA,France,
2012,SWI,mens-4-x-100-metres-freestyle-relay,Silver,USA,United States,
2012,SWI,mens-4-x-100-metres-freestyle-relay,Bronze,RUS,Russia,
2008,SWI,mens-4-x-100-metres-freestyle-relay,Gold,USA,United States,
2008,SWI,mens-4-x-100-metres-freestyle-relay,Silver,FRA,France,
2008,SWI,mens-4-x-100-metres-freestyle-relay,Bronze,AUS,Australia,
2004,SWI,mens-4-x-100-metres-freestyle-relay,Gold,RSA,South Africa,
2004,SWI,mens-4-x-100-metres-freestyle-relay,Silver,NED,Netherlands,
2004,SWI,mens-4-x-100-metres-freestyle-relay,Bronze,USA,United States,
2000,SWI,mens-4-x-100-metres-freestyle-relay,Gold,AUS,Australia,
2000,SWI,mens-4-x-100-metres-freestyle-relay,Silver,USA,United States,
2000,SWI,mens-4-x-100-metres-freestyle-relay,Bronze,BRA,Brazil,
1996,SWI,mens-4-x-100-metres-freestyle-relay,Gold,USA,United States,
1996,SWI,mens-4-x-100-metres-freestyle-relay,Silver,RUS,Russia,
1996,SWI,mens-4-x-100-metres-freestyle-relay,Bronze,GER,Germany,
1992,SWI,mens-4-x-100-metres-freestyle-relay,Gold,USA,United States,
1992,SWI,mens-4-x-100-metres-freestyle-relay,Silver,EUN,Unified Team,
1992,SWI,mens-4-x-100-metres-freestyle-relay,Bronze,GER,Germany,
1988,SWI,mens-4-x-100-metres-freestyle-relay,Gold,USA,United States,
1988,SWI,mens-4-x-100-metres-freestyle-relay,Silver,URS,Soviet Union,
1988,SWI,mens-4-x-100-metres-freestyle-relay,Bronze,GDR,East Germany,
1984,SWI,mens-4-x-100-metres-freestyle-relay,Gold,USA,United States,
1984,SWI,mens-4-x-100-metres-freestyle-relay,Silver,AUS,Australia,
1984,SWI,mens-4-x-100-metres-freestyle-relay,Bronze,SWE,Sweden,
1972,SWI,mens-4-x-100-metres-freestyle-relay,Gold,USA,United States,
1972,SWI,mens-4-x-100-metres-freestyle-relay,Silver,URS,Soviet Union,
1972,SWI,mens-4-x-100-metres-freestyle-relay,Bronze,GDR,East Germany,
1968,SWI,mens-4-x-100-metres-freestyle-relay,Gold,USA,United States,
1968,SWI,mens-4-x-100-metres-freestyle-relay,Silver,URS,Soviet Union,
1968,SWI,mens-4-x-100-metres-freestyle-relay,Bronze,AUS,Australia,
1964,SWI,mens-4-x-100-metres-freestyle-relay,Gold,USA,United States,
1964,SWI,mens-4-x-100-metres-freestyle-relay,Silver,GER,Germany,
1964,SWI,mens-4-x-100-metres-freestyle-relay,Bronze,AUS,Australia,
2012,SWI,mens-4-x-100-metres-medley-relay,Gold,USA,United States,
2012,SWI,mens-4-x-100-metres-medley-relay,Silver,JPN,Japan,
2012,SWI,mens-4-x-100-metres-medley-relay,Bronze,AUS,Australia,
2008,SWI,mens-4-x-100-metres-medley-relay,Gold,USA,United States,
2008,SWI,mens-4-x-100-metres-medley-relay,Silver,AUS,Australia,
2008,SWI,mens-4-x-100-metres-medley-relay,Bronze,JPN,Japan,
2004,SWI,mens-4-x-100-metres-medley-relay,Gold,USA,United States,
2004,SWI,mens-4-x-100-metres-medley-relay,Silver,GER,Germany,
2004,SWI,mens-4-x-100-metres-medley-relay,Bronze,JPN,Japan,
2000,SWI,mens-4-x-100-metres-medley-relay,Gold,USA,United States,
2000,SWI,mens-4-x-100-metres-medley-relay,Silver,AUS,Australia,
2000,SWI,mens-4-x-100-metres-medley-relay,Bronze,GER,Germany,
1996,SWI,mens-4-x-100-metres-medley-relay,Gold,USA,United States,
1996,SWI,mens-4-x-100-metres-medley-relay,Silver,RUS,Russia,
1996,SWI,mens-4-x-100-metres-medley-relay,Bronze,AUS,Australia,
1992,SWI,mens-4-x-100-metres-medley-relay,Gold,USA,United States,
1992,SWI,mens-4-x-100-metres-medley-relay,Silver,EUN,Unified Team,
1992,SWI,mens-4-x-100-metres-medley-relay,Bronze,CAN,Canada,
1988,SWI,mens-4-x-100-metres-medley-relay,Gold,USA,United States,
1988,SWI,mens-4-x-100-metres-medley-relay,Silver,CAN,Canada,
1988,SWI,mens-4-x-100-metres-medley-relay,Bronze,URS,Soviet Union,
1984,SWI,mens-4-x-100-metres-medley-relay,Gold,USA,United States,
1984,SWI,mens-4-x-100-metres-medley-relay,Silver,CAN,Canada,
1984,SWI,mens-4-x-100-metres-medley-relay,Bronze,AUS,Australia,
1980,SWI,mens-4-x-100-metres-medley-relay,Gold,AUS,Australia,
1980,SWI,mens-4-x-100-metres-medley-relay,Silver,URS,Soviet Union,
1980,SWI,mens-4-x-100-metres-medley-relay,Bronze,GBR,Great Britain,
1976,SWI,mens-4-x-100-metres-medley-relay,Gold,USA,United States,
1976,SWI,mens-4-x-100-metres-medley-relay,Silver,CAN,Canada,
1976,SWI,mens-4-x-100-metres-medley-relay,Bronze,FRG,West Germany,
1972,SWI,mens-4-x-100-metres-medley-relay,Gold,USA,United States,
1972,SWI,mens-4-x-100-metres-medley-relay,Silver,GDR,East Germany,
1972,SWI,mens-4-x-100-metres-medley-relay,Bronze,CAN,Canada,
1968,SWI,mens-4-x-100-metres-medley-relay,Gold,USA,United States,
1968,SWI,mens-4-x-100-metres-medley-relay,Silver,GDR,East Germany,
1968,SWI,mens-4-x-100-metres-medley-relay,Bronze,URS,Soviet Union,
1964,SWI,mens-4-x-100-metres-medley-relay,Gold,USA,United States,
1964,SWI,mens-4-x-100-metres-medley-relay,Silver,GER,Germany,
1964,SWI,mens-4-x-100-metres-medley-relay,Bronze,AUS,Australia,
1960,SWI,mens-4-x-100-metres-medley-relay,Gold,USA,United States,
1960,SWI,mens-4-x-100-metres-medley-relay,Silver,AUS,Australia,
1960,SWI,mens-4-x-100-metres-medley-relay,Bronze,JPN,Japan,
2012,SWI,mens-4-x-200-metres-freestyle-relay,Gold,USA,United States,
2012,SWI,mens-4-x-200-metres-freestyle-relay,Silver,FRA,France,
2012,SWI,mens-4-x-200-metres-freestyle-relay,Bronze,CHN,China,
2008,SWI,mens-4-x-200-metres-freestyle-relay,Gold,USA,United States,
2008,SWI,mens-4-x-200-metres-freestyle-relay,Silver,RUS,Russia,
2008,SWI,mens-4-x-200-metres-freestyle-relay,Bronze,AUS,Australia,
2004,SWI,mens-4-x-200-metres-freestyle-relay,Gold,USA,United States,
2004,SWI,mens-4-x-200-metres-freestyle-relay,Silver,AUS,Australia,
2004,SWI,mens-4-x-200-metres-freestyle-relay,Bronze,ITA,Italy,
2000,SWI,mens-4-x-200-metres-freestyle-relay,Gold,AUS,Australia,
2000,SWI,mens-4-x-200-metres-freestyle-relay,Silver,USA,United States,
2000,SWI,mens-4-x-200-metres-freestyle-relay,Bronze,NED,Netherlands,
1996,SWI,mens-4-x-200-metres-freestyle-relay,Gold,USA,United States,
1996,SWI,mens-4-x-200-metres-freestyle-relay,Silver,SWE,Sweden,
1996,SWI,mens-4-x-200-metres-freestyle-relay,Bronze,GER,Germany,
1992,SWI,mens-4-x-200-metres-freestyle-relay,Gold,EUN,Unified Team,
1992,SWI,mens-4-x-200-metres-freestyle-relay,Silver,SWE,Sweden,
1992,SWI,mens-4-x-200-metres-freestyle-relay,Bronze,USA,United States,
1988,SWI,mens-4-x-200-metres-freestyle-relay,Gold,USA,United States,
1988,SWI,mens-4-x-200-metres-freestyle-relay,Silver,GDR,East Germany,
1988,SWI,mens-4-x-200-metres-freestyle-relay,Bronze,FRG,West Germany,
1984,SWI,mens-4-x-200-metres-freestyle-relay,Gold,USA,United States,
1984,SWI,mens-4-x-200-metres-freestyle-relay,Silver,FRG,West Germany,
1984,SWI,mens-4-x-200-metres-freestyle-relay,Bronze,GBR,Great Britain,
1980,SWI,mens-4-x-200-metres-freestyle-relay,Gold,URS,Soviet Union,
1980,SWI,mens-4-x-200-metres-freestyle-relay,Silver,GDR,East Germany,
1980,SWI,mens-4-x-200-metres-freestyle-relay,Bronze,BRA,Brazil,
1976,SWI,mens-4-x-200-metres-freestyle-relay,Gold,USA,United States,
1976,SWI,mens-4-x-200-metres-freestyle-relay,Silver,URS,Soviet Union,
1976,SWI,mens-4-x-200-metres-freestyle-relay,Bronze,GBR,Great Britain,
1972,SWI,mens-4-x-200-metres-freestyle-relay,Gold,USA,United States,
1972,SWI,mens-4-x-200-metres-freestyle-relay,Silver,FRG,West Germany,
1972,SWI,mens-4-x-200-metres-freestyle-relay,Bronze,URS,Soviet Union,
1968,SWI,mens-4-x-200-metres-freestyle-relay,Gold,USA,United States,
1968,SWI,mens-4-x-200-metres-freestyle-relay,Silver,AUS,Australia,
1968,SWI,mens-4-x-200-metres-freestyle-relay,Bronze,URS,Soviet Union,
1964,SWI,mens-4-x-200-metres-freestyle-relay,Gold,USA,United States,
1964,SWI,mens-4-x-200-metres-freestyle-relay,Silver,GER,Germany,
1964,SWI,mens-4-x-200-metres-freestyle-relay,Bronze,JPN,Japan,
1960,SWI,mens-4-x-200-metres-freestyle-relay,Gold,USA,United States,
1960,SWI,mens-4-x-200-metres-freestyle-relay,Silver,JPN,Japan,
1960,SWI,mens-4-x-200-metres-freestyle-relay,Bronze,AUS,Australia,
1956,SWI,mens-4-x-200-metres-freestyle-relay,Gold,AUS,Australia,
1956,SWI,mens-4-x-200-metres-freestyle-relay,Silver,USA,United States,
1956,SWI,mens-4-x-200-metres-freestyle-relay,Bronze,URS,Soviet Union,
1952,SWI,mens-4-x-200-metres-freestyle-relay,Gold,USA,United States,
1952,SWI,mens-4-x-200-metres-freestyle-relay,Silver,JPN,Japan,
1952,SWI,mens-4-x-200-metres-freestyle-relay,Bronze,FRA,France,
1948,SWI,mens-4-x-200-metres-freestyle-relay,Gold,USA,United States,
1948,SWI,mens-4-x-200-metres-freestyle-relay,Silver,HUN,Hungary,
1948,SWI,mens-4-x-200-metres-freestyle-relay,Bronze,FRA,France,
1936,SWI,mens-4-x-200-metres-freestyle-relay,Gold,JPN,Japan,
1936,SWI,mens-4-x-200-metres-freestyle-relay,Silver,USA,United States,
1936,SWI,mens-4-x-200-metres-freestyle-relay,Bronze,HUN,Hungary,
1932,SWI,mens-4-x-200-metres-freestyle-relay,Gold,JPN,Japan,
1932,SWI,mens-4-x-200-metres-freestyle-relay,Silver,USA,United States,
1932,SWI,mens-4-x-200-metres-freestyle-relay,Bronze,HUN,Hungary,
1928,SWI,mens-4-x-200-metres-freestyle-relay,Gold,USA,United States,
1928,SWI,mens-4-x-200-metres-freestyle-relay,Silver,JPN,Japan,
1928,SWI,mens-4-x-200-metres-freestyle-relay,Bronze,CAN,Canada,
1924,SWI,mens-4-x-200-metres-freestyle-relay,Gold,USA,United States,
1924,SWI,mens-4-x-200-metres-freestyle-relay,Silver,AUS,Australia,
1924,SWI,mens-4-x-200-metres-freestyle-relay,Bronze,SWE,Sweden,
1920,SWI,mens-4-x-200-metres-freestyle-relay,Gold,USA,United States,
1920,SWI,mens-4-x-200-metres-freestyle-relay,Silver,AUS,Australia,
1920,SWI,mens-4-x-200-metres-freestyle-relay,Bronze,GBR,Great Britain,
1912,SWI,mens-4-x-200-metres-freestyle-relay,Gold,ANZ,Australasia,
1912,SWI,mens-4-x-200-metres-freestyle-relay,Silver,USA,United States,
1912,SWI,mens-4-x-200-metres-freestyle-relay,Bronze,GBR,Great Britain,
1908,SWI,mens-4-x-200-metres-freestyle-relay,Gold,GBR,Great Britain,
1908,SWI,mens-4-x-200-metres-freestyle-relay,Silver,HUN,Hungary,
1908,SWI,mens-4-x-200-metres-freestyle-relay,Bronze,USA,United States,
1906,SWI,mens-4-x-250-metres-freestyle-relay,Gold,HUN,Hungary,
1906,SWI,mens-4-x-250-metres-freestyle-relay,Silver,GER,Germany,
1906,SWI,mens-4-x-250-metres-freestyle-relay,Bronze,GBR,Great Britain,
1904,SWI,mens-4-x-50-yard-freestyle-relay,Gold,USA,United States,
1904,SWI,mens-4-x-50-yard-freestyle-relay,Silver,USA,United States,
1904,SWI,mens-4-x-50-yard-freestyle-relay,Bronze,USA,United States,
1920,SWI,mens-400-metres-breaststroke,Gold,SWE,HÃ¥kan Malmrot,hakan-malmrot-1
1920,SWI,mens-400-metres-breaststroke,Silver,SWE,Thor Henning,thor-henning-1
1920,SWI,mens-400-metres-breaststroke,Bronze,FIN,Arvo Aaltonen,arvo-aaltonen-1
1912,SWI,mens-400-metres-breaststroke,Gold,GER,Walter Bathe,walter-bathe-1
1912,SWI,mens-400-metres-breaststroke,Silver,SWE,Thor Henning,thor-henning-1
1912,SWI,mens-400-metres-breaststroke,Bronze,GBR,Percy Courtman,percy-courtman-1
2012,SWI,mens-400-metres-freestyle,Gold,CHN,Sun Yang,sun-yang-1
2012,SWI,mens-400-metres-freestyle,Silver,KOR,Park Tae-Hwan,park-tae-hwan-1
2012,SWI,mens-400-metres-freestyle,Bronze,USA,Peter Vanderkaay,peter-vanderkaay-1
2008,SWI,mens-400-metres-freestyle,Gold,KOR,Park Tae-Hwan,park-tae-hwan-1
2008,SWI,mens-400-metres-freestyle,Silver,CHN,Zhang Lin,zhang-lin-1
2008,SWI,mens-400-metres-freestyle,Bronze,USA,Larsen Jensen,larsen-jensen-1
2004,SWI,mens-400-metres-freestyle,Gold,AUS,Ian Thorpe,ian-thorpe-1
2004,SWI,mens-400-metres-freestyle,Silver,AUS,Grant Hackett,grant-hackett-1
2004,SWI,mens-400-metres-freestyle,Bronze,USA,Klete Keller,klete-keller-1
2000,SWI,mens-400-metres-freestyle,Gold,AUS,Ian Thorpe,ian-thorpe-1
2000,SWI,mens-400-metres-freestyle,Silver,ITA,Massimiliano Rosolino,massimiliano-rosolino-1
2000,SWI,mens-400-metres-freestyle,Bronze,USA,Klete Keller,klete-keller-1
1996,SWI,mens-400-metres-freestyle,Gold,NZL,Danyon Loader,danyon-loader-1
1996,SWI,mens-400-metres-freestyle,Silver,GBR,Paul Palmer,paul-palmer-1
1996,SWI,mens-400-metres-freestyle,Bronze,AUS,Daniel Kowalski,daniel-kowalski-1
1992,SWI,mens-400-metres-freestyle,Gold,EUN,Yevgeny Sadovy,yevgeny-sadovy-1
1992,SWI,mens-400-metres-freestyle,Silver,AUS,Kieren Perkins,kieren-perkins-1
1992,SWI,mens-400-metres-freestyle,Bronze,SWE,Anders Holmertz,anders-holmertz-1
1988,SWI,mens-400-metres-freestyle,Gold,GDR,Uwe DaÃler,uwe-dassler-1
1988,SWI,mens-400-metres-freestyle,Silver,AUS,Duncan Armstrong,duncan-armstrong-1
1988,SWI,mens-400-metres-freestyle,Bronze,POL,Artur Wojdat,artur-wojdat-1
1984,SWI,mens-400-metres-freestyle,Gold,USA,George DiCarlo,george-dicarlo-1
1984,SWI,mens-400-metres-freestyle,Silver,USA,John Mykkanen,john-mykkanen-1
1984,SWI,mens-400-metres-freestyle,Bronze,AUS,Justin Lemberg,justin-lemberg-1
1980,SWI,mens-400-metres-freestyle,Gold,URS,Vladimir Salnikov,vladimir-salnikov-1
1980,SWI,mens-400-metres-freestyle,Silver,URS,Andrey Krylov,andrey-krylov-1
1980,SWI,mens-400-metres-freestyle,Bronze,URS,Ivar Stukolkin,ivar-stukolkin-1
1976,SWI,mens-400-metres-freestyle,Gold,USA,Brian Goodell,brian-goodell-1
1976,SWI,mens-400-metres-freestyle,Silver,USA,Tim Shaw,tim-shaw-1
1976,SWI,mens-400-metres-freestyle,Bronze,URS,Volodymyr Raskatov,volodymyr-raskatov-1
1972,SWI,mens-400-metres-freestyle,Gold,AUS,Brad Cooper,brad-cooper-1
1972,SWI,mens-400-metres-freestyle,Silver,USA,Steve Genter,steve-genter-1
1972,SWI,mens-400-metres-freestyle,Bronze,USA,Tom McBreen,tom-mcbreen-1
1968,SWI,mens-400-metres-freestyle,Gold,USA,Mike Burton,mike-burton-1
1968,SWI,mens-400-metres-freestyle,Silver,CAN,Ralph Hutton,ralph-hutton-1
1968,SWI,mens-400-metres-freestyle,Bronze,FRA,Alain Mosconi,alain-mosconi-1
1964,SWI,mens-400-metres-freestyle,Gold,USA,Don Schollander,don-schollander-1
1964,SWI,mens-400-metres-freestyle,Silver,GER,Frank Wiegand,frank-wiegand-1
1964,SWI,mens-400-metres-freestyle,Bronze,AUS,Allan Wood,allan-wood-1
1960,SWI,mens-400-metres-freestyle,Gold,AUS,Murray Rose,murray-rose-1
1960,SWI,mens-400-metres-freestyle,Silver,JPN,Tsuyoshi Yamanaka,tsuyoshi-yamanaka-1
1960,SWI,mens-400-metres-freestyle,Bronze,AUS,John Konrads,john-konrads-1
1956,SWI,mens-400-metres-freestyle,Gold,AUS,Murray Rose,murray-rose-1
1956,SWI,mens-400-metres-freestyle,Silver,JPN,Tsuyoshi Yamanaka,tsuyoshi-yamanaka-1
1956,SWI,mens-400-metres-freestyle,Bronze,USA,George Breen,george-breen-1
1952,SWI,mens-400-metres-freestyle,Gold,FRA,Jean Boiteux,jean-boiteux-1
1952,SWI,mens-400-metres-freestyle,Silver,USA,Ford Konno,ford-konno-1
1952,SWI,mens-400-metres-freestyle,Bronze,SWE,Per-Olof Ãstrand,per-olof-ostrand-1
1948,SWI,mens-400-metres-freestyle,Gold,USA,Bill Smith,bill-smith-2
1948,SWI,mens-400-metres-freestyle,Silver,USA,Jimmy McLane,jimmy-mclane-1
1948,SWI,mens-400-metres-freestyle,Bronze,AUS,John Marshall,john-marshall-1
1936,SWI,mens-400-metres-freestyle,Gold,USA,Jack Medica,jack-medica-1
1936,SWI,mens-400-metres-freestyle,Silver,JPN,Shunpei Uto,shunpei-uto-1
1936,SWI,mens-400-metres-freestyle,Bronze,JPN,Shozo Makino,shozo-makino-1
1932,SWI,mens-400-metres-freestyle,Gold,USA,Buster Crabbe,buster-crabbe-1
1932,SWI,mens-400-metres-freestyle,Silver,FRA,Jean Taris,jean-taris-1
1932,SWI,mens-400-metres-freestyle,Bronze,JPN,Tsutomi Oyokota,tsutomi-oyokota-1
1928,SWI,mens-400-metres-freestyle,Gold,ARG,Alberto Zorrilla,alberto-zorrilla-1
1928,SWI,mens-400-metres-freestyle,Silver,AUS,Boy Charlton,boy-charlton-1
1928,SWI,mens-400-metres-freestyle,Bronze,SWE,Arne Borg,arne-borg-1
1924,SWI,mens-400-metres-freestyle,Gold,USA,Johnny Weissmuller,johnny-weissmuller-1
1924,SWI,mens-400-metres-freestyle,Silver,SWE,Arne Borg,arne-borg-1
1924,SWI,mens-400-metres-freestyle,Bronze,AUS,Boy Charlton,boy-charlton-1
1920,SWI,mens-400-metres-freestyle,Gold,USA,Norman Ross,norman-ross-1
1920,SWI,mens-400-metres-freestyle,Silver,USA,Ludy Langer,ludy-langer-1
1920,SWI,mens-400-metres-freestyle,Bronze,CAN,George Vernot,george-vernot-1
1912,SWI,mens-400-metres-freestyle,Gold,CAN,George Hodgson,george-hodgson-1
1912,SWI,mens-400-metres-freestyle,Silver,GBR,Jack Hatfield,jack-hatfield-1
1912,SWI,mens-400-metres-freestyle,Bronze,ANZ,Harold Hardwick,harold-hardwick-1
1908,SWI,mens-400-metres-freestyle,Gold,GBR,Henry Taylor,henry-taylor-1
1908,SWI,mens-400-metres-freestyle,Silver,ANZ,Frank Beaurepaire,frank-beaurepaire-1
1908,SWI,mens-400-metres-freestyle,Bronze,AUT,Otto Scheff,otto-scheff-1
1906,SWI,mens-400-metres-freestyle,Gold,AUT,Otto Scheff,otto-scheff-1
1906,SWI,mens-400-metres-freestyle,Silver,GBR,Henry Taylor,henry-taylor-1
1906,SWI,mens-400-metres-freestyle,Bronze,GBR,John Jarvis,john-jarvis-1
2012,SWI,mens-400-metres-individual-medley,Gold,USA,Ryan Lochte,ryan-lochte-1
2012,SWI,mens-400-metres-individual-medley,Silver,BRA,Thiago Pereira,thiago-pereira-1
2012,SWI,mens-400-metres-individual-medley,Bronze,JPN,Kosuke Hagino,kosuke-hagino-1
2008,SWI,mens-400-metres-individual-medley,Gold,USA,Michael Phelps,michael-phelps-1
2008,SWI,mens-400-metres-individual-medley,Silver,HUN,LÃ¡szlÃ³ Cseh, Jr.
2008,SWI,mens-400-metres-individual-medley,Bronze,USA,Ryan Lochte,ryan-lochte-1
2004,SWI,mens-400-metres-individual-medley,Gold,USA,Michael Phelps,michael-phelps-1
2004,SWI,mens-400-metres-individual-medley,Silver,USA,Erik Vendt,erik-vendt-1
2004,SWI,mens-400-metres-individual-medley,Bronze,HUN,LÃ¡szlÃ³ Cseh, Jr.
2000,SWI,mens-400-metres-individual-medley,Gold,USA,Tom Dolan,tom-dolan-1
2000,SWI,mens-400-metres-individual-medley,Silver,USA,Erik Vendt,erik-vendt-1
2000,SWI,mens-400-metres-individual-medley,Bronze,CAN,Curtis Myden,curtis-myden-1
1996,SWI,mens-400-metres-individual-medley,Gold,USA,Tom Dolan,tom-dolan-1
1996,SWI,mens-400-metres-individual-medley,Silver,USA,Eric Namesnik,eric-namesnik-1
1996,SWI,mens-400-metres-individual-medley,Bronze,CAN,Curtis Myden,curtis-myden-1
1992,SWI,mens-400-metres-individual-medley,Gold,HUN,TamÃ¡s Darnyi,tamas-darnyi-1
1992,SWI,mens-400-metres-individual-medley,Silver,USA,Eric Namesnik,eric-namesnik-1
1992,SWI,mens-400-metres-individual-medley,Bronze,ITA,Luca Sacchi,luca-sacchi-1
1988,SWI,mens-400-metres-individual-medley,Gold,HUN,TamÃ¡s Darnyi,tamas-darnyi-1
